train_acc,train_loss,val_acc,val_loss
0.02557894736842106,4.4210944,0.022400000000000003,4.3572993
0.03686315789473684,4.2069073,0.0392,4.1382294
0.0569263157894737,4.0605164,0.0752,3.9934075
0.0757684210526316,3.9408562,0.0824,3.9081755
0.09360000000000002,3.835293,0.10679999999999999,3.7346148
0.11149473684210529,3.7331967,0.1136,3.6446674
0.12456842105263158,3.647221,0.15000000000000002,3.5452764
0.13907368421052632,3.5655458,0.15,3.4854155
0.15679999999999997,3.4823978,0.1724,3.3903494
0.1690526315789474,3.4045055,0.18600000000000003,3.3130176
0.17991578947368422,3.3295295,0.1856,3.2980933
0.19812631578947365,3.231739,0.1924,3.2729712
0.2149473684210526,3.1397877,0.20600000000000002,3.2183704
0.23134736842105266,3.050247,0.22040000000000004,3.1199996
0.2434947368421053,2.9787397,0.2328,3.0387213
0.2596631578947369,2.9040227,0.25440000000000007,2.8921897
0.27248421052631583,2.834553,0.2704,2.8620389
0.2847578947368421,2.7691445,0.2744,2.864573
0.2976421052631579,2.701935,0.298,2.6951265
0.30734736842105265,2.6460526,0.3096,2.7229757
0.31869473684210525,2.5903895,0.3156,2.6267173
0.33016842105263156,2.545705,0.3068,2.6897805
0.34033684210526316,2.4949136,0.32439999999999997,2.5769794
0.34854736842105266,2.4566748,0.32400000000000007,2.5519052
0.3574526315789474,2.4197636,0.33319999999999994,2.5304778
0.36612631578947374,2.3716063,0.3172,2.5836368
0.37265263157894735,2.341353,0.3267999999999999,2.540955
0.37831578947368416,2.3113427,0.33480000000000004,2.522463
0.38667368421052634,2.2828083,0.33240000000000003,2.5517817
0.39025263157894735,2.2479851,0.3752,2.3793726
0.40023157894736844,2.216531,0.3696000000000001,2.3731391
0.40705263157894744,2.1849935,0.36200000000000004,2.4084988
0.4133684210526316,2.1596572,0.35519999999999996,2.4728377
0.4187789473684211,2.1407843,0.3612,2.3932905
0.4234947368421053,2.1062076,0.38760000000000006,2.2746148
0.42894736842105263,2.0811038,0.4012,2.2361143
0.4358736842105263,2.0537944,0.38120000000000004,2.3445024
0.4397263157894737,2.0362155,0.392,2.3385696
0.4446315789473684,2.0182812,0.4060000000000001,2.199375
0.4504842105263158,2.002038,0.40680000000000005,2.2363915
0.4538736842105264,1.9723972,0.3955999999999999,2.262811
0.46090526315789476,1.9534186,0.4084,2.2037716
0.46395789473684207,1.9397924,0.4168,2.1512964
0.46917894736842103,1.9119784,0.3956,2.258407
0.4732631578947369,1.9007576,0.42479999999999996,2.1282842
0.4775578947368421,1.8785167,0.4236,2.1690154
0.4825052631578947,1.8628265,0.43640000000000007,2.0723767
0.4885473684210526,1.8407613,0.43999999999999995,2.089966
0.49153684210526316,1.825658,0.4224,2.1854508
0.4944842105263158,1.8138707,0.43160000000000004,2.1301208
0.4980631578947369,1.7975103,0.434,2.0842428
0.5023368421052632,1.7804236,0.4384,2.1370983
0.5003578947368421,1.7713952,0.4432,2.0443854
0.5068,1.7473724,0.4472,2.029353
0.5117263157894737,1.734169,0.4508,2.0391665
0.5134105263157894,1.7255852,0.4432000000000001,2.0459857
0.5183157894736843,1.7051601,0.4536,2.014877
0.5239789473684211,1.6891156,0.46279999999999993,1.9909478
0.5264000000000001,1.6798301,0.462,1.9943402
0.5285263157894737,1.6675841,0.4628,2.0024424
0.5318105263157895,1.6588908,0.45959999999999995,1.9932246
0.5328842105263158,1.6373018,0.4604,1.9859015
0.5377894736842106,1.6292814,0.46159999999999995,2.0062745
0.5419999999999999,1.6127478,0.46919999999999995,1.9720149
0.5415368421052632,1.6047392,0.4732,1.9552636
0.546021052631579,1.5919285,0.466,1.963994
0.5493473684210526,1.5805005,0.4656,1.942438
0.5532421052631579,1.5656476,0.466,1.9807254
0.5526526315789474,1.5603791,0.47240000000000004,1.9348483
0.5596842105263158,1.5440123,0.46880000000000005,1.9470108
0.5600421052631579,1.5364,0.47440000000000004,1.9436464
0.5620631578947369,1.5280584,0.47279999999999994,2.0005138
0.565578947368421,1.5174719,0.4828,1.9561979
0.568842105263158,1.5107296,0.4696000000000001,1.9524456
0.5712631578947369,1.4951586,0.4795999999999999,1.9350843
0.573978947368421,1.4885877,0.4804,1.9555366
0.5720421052631579,1.4910477,0.4764,1.9401897
0.5729894736842106,1.4812665,0.48119999999999996,1.9470832
0.5761684210526316,1.4714355,0.4924,1.9125668
0.5778736842105263,1.4634067,0.4868,1.9282067
0.5785052631578946,1.4570154,0.4824,1.9227982
0.5830315789473683,1.4470277,0.484,1.9107232
0.5821684210526317,1.442172,0.4832000000000001,1.928286
0.5843578947368421,1.4373797,0.4824,1.9242358
0.586821052631579,1.4334086,0.4916,1.9120941
0.5896631578947369,1.4232348,0.48239999999999994,1.9208335
0.5870736842105263,1.4242737,0.49199999999999994,1.910303
0.5906315789473684,1.4173406,0.48560000000000003,1.9177475
0.5925473684210527,1.4154559,0.48800000000000004,1.9177725
0.5919578947368421,1.4059068,0.48839999999999995,1.9247
0.5916210526315789,1.4137415,0.49040000000000006,1.9000697
0.5941684210526316,1.4070164,0.48879999999999996,1.9087763
0.5952842105263157,1.403707,0.49239999999999995,1.9228978
0.5926105263157895,1.4032472,0.48800000000000004,1.9122016
0.5958105263157895,1.3980124,0.4888,1.9176917
0.5947157894736842,1.3940852,0.48479999999999995,1.9127836
0.5935368421052631,1.392501,0.4892,1.9152304
0.5973684210526315,1.3885311,0.48599999999999993,1.9085338
0.596757894736842,1.3898624,0.48480000000000006,1.9199195
0.5978736842105263,1.3928105,0.4924,1.911239
