train_acc,train_loss,val_acc,val_loss
0.027326315789473685,4.3682404,0.048400000000000006,4.1591053
0.051978947368421055,4.110182,0.0388,4.194972
0.06770526315789474,4.0067058,0.046400000000000004,4.367492
0.0844,3.9220388,0.0576,4.2224693
0.09673684210526318,3.8220613,0.06520000000000001,4.322262
0.11218947368421053,3.739895,0.0588,4.2776766
0.1264842105263158,3.652549,0.0576,4.4818583
0.14086315789473683,3.5635793,0.0756,4.357135
0.1568,3.482468,0.0772,4.032589
0.1705263157894737,3.402421,0.0944,4.1684184
0.18141052631578947,3.3374553,0.11400000000000002,3.9218347
0.19345263157894738,3.2758198,0.11359999999999999,3.7942283
0.20627368421052633,3.2118967,0.09479999999999998,4.1917663
0.21686315789473684,3.1461291,0.0848,4.5676684
0.22629473684210527,3.096397,0.07840000000000001,4.6738963
0.2367578947368421,3.031865,0.0952,4.210745
0.24551578947368422,2.9762824,0.0928,4.474619
0.2593263157894737,2.9208636,0.06480000000000001,5.2743683
0.2696421052631579,2.8652797,0.06520000000000001,5.181824
0.27570526315789473,2.8223507,0.054800000000000015,6.0441937
0.29075789473684216,2.7687027,0.061200000000000004,5.726224
0.2984210526315789,2.719176,0.06640000000000001,5.645216
0.30747368421052634,2.6745286,0.05600000000000001,5.7480426
0.3152842105263158,2.6363375,0.05600000000000001,5.8949037
0.32311578947368425,2.5894547,0.07800000000000001,5.4189425
0.3313263157894737,2.5515547,0.0656,5.3565936
0.3405684210526315,2.5171027,0.064,6.013604
0.3449263157894737,2.4848373,0.0692,5.598744
0.3503578947368421,2.4477038,0.0756,5.7218895
0.359157894736842,2.4211056,0.0776,5.3783584
0.36602105263157897,2.379809,0.0588,6.456833
0.3754315789473684,2.3499613,0.0664,6.1616917
0.37920000000000004,2.3257093,0.04680000000000001,7.337575
0.3832842105263158,2.297812,0.07880000000000001,5.941552
0.39172631578947376,2.2581856,0.06880000000000001,6.5314956
0.39707368421052636,2.2386775,0.06160000000000001,6.669018
0.4034736842105263,2.2134233,0.07680000000000001,6.285689
0.4077052631578948,2.1934133,0.0696,7.1870427
0.41351578947368417,2.1702638,0.066,7.143538
0.4166947368421053,2.143805,0.0572,7.718264
0.42136842105263156,2.122879,0.0548,7.4272413
0.4271789473684211,2.0994647,0.054000000000000006,7.779206
0.4310736842105263,2.083362,0.062400000000000004,7.4856095
0.4372,2.0579045,0.058800000000000005,7.8390627
0.4434315789473684,2.035341,0.064,7.4385915
0.4477263157894737,2.0158942,0.05080000000000001,8.224817
0.45063157894736844,1.9992725,0.0584,8.4805355
0.4553263157894737,1.9790612,0.052800000000000014,8.173246
0.4604,1.9683684,0.0684,7.121795
0.46444210526315793,1.9476973,0.062400000000000004,8.279566
0.46433684210526316,1.936386,0.056799999999999996,8.577522
0.4719368421052632,1.9066737,0.047599999999999996,9.341888
0.47461052631578954,1.8986325,0.054400000000000004,8.614445
0.4791789473684211,1.879218,0.0596,8.834119
0.4814947368421052,1.8620112,0.06440000000000001,8.512544
0.4850947368421053,1.8498155,0.0512,9.07867
0.48736842105263156,1.8382944,0.0524,9.734729
0.48911578947368417,1.8250917,0.0536,8.998998
0.49551578947368424,1.8052585,0.0608,8.559554
0.500736842105263,1.7896785,0.05720000000000001,8.766898
0.5030315789473684,1.77805,0.05160000000000001,10.072611
0.5047789473684211,1.7611079,0.0616,9.1053915
0.5072631578947369,1.7559043,0.05960000000000001,9.332819
0.5108631578947369,1.7392807,0.05800000000000001,9.256081
0.5139789473684211,1.723325,0.052000000000000005,9.491835
0.5186526315789474,1.7102988,0.054400000000000004,9.2058
0.52,1.7060407,0.045200000000000004,10.274408
0.5242315789473685,1.6944238,0.05120000000000001,9.566383
0.5236421052631579,1.6856272,0.05040000000000001,9.831904
0.5285052631578948,1.6733861,0.0528,9.605219
0.5330736842105264,1.6566283,0.048,9.751266
0.5332000000000001,1.6506432,0.054400000000000004,9.671118
0.5339789473684211,1.6441259,0.05,10.068744
0.5358526315789475,1.6314808,0.0412,10.560961
0.5390736842105264,1.621846,0.0524,9.9751005
